9,112,2
17,24,2
20,28,2
23,32,2
36,20,2
41,46,2
52,2,2
54,14,2
55,32,2
69,18,2
93,14,2
97,4,2
105,26,2
115,40,2
122,124,2
125,6,2
127,30,2
135,18,2
137,30,2
139,16,2
146,18,2
172,80,2
173,10,2
183,2,2
197,30,2
214,32,2
236,72,2
251,26,2
258,28,2
280,84,2
281,30,2
282,2,2
294,4,2
298,20,2
308,46,2
309,18,2
312,50,2
326,36,2
343,34,2
1,32,1
2,18,1
3,32,1
5,24,1
6,10,1
7,38,1
10,18,1
12,0,1
13,60,1
14,28,1
15,0,1
16,16,1
21,128,1
22,20,1
24,30,1
25,136,1
26,134,1
28,24,1
29,24,1
31,44,1
32,10,1
33,2,1
34,2,1
35,2,1
37,0,1
38,16,1
39,28,1
40,86,1
42,2,1
44,10,1
45,22,1
46,8,1
47,2,1
48,42,1
49,6,1
50,20,1
51,12,1
56,154,1
57,28,1
58,6,1
59,36,1
60,14,1
61,4,1
62,50,1
63,10,1
64,12,1
65,22,1
66,28,1
67,150,1
68,16,1
70,2,1
71,4,1
72,46,1
73,18,1
74,0,1
76,4,1
77,10,1
79,22,1
80,44,1
81,4,1
82,66,1
83,12,1
84,24,1
85,26,1
86,10,1
87,24,1
89,14,1
90,2,1
92,40,1
94,42,1
95,10,1
96,16,1
98,96,1
99,24,1
101,36,1
103,30,1
104,62,1
108,24,1
109,72,1
110,8,1
111,26,1
113,78,1
114,0,1
116,32,1
117,10,1
118,70,1
119,122,1
121,22,1
123,34,1
124,6,1
126,12,1
128,54,1
129,12,1
131,12,1
132,30,1
133,34,1
134,36,1
136,42,1
138,2,1
140,20,1
141,54,1
142,84,1
143,22,1
144,28,1
145,2,1
147,10,1
148,38,1
149,26,1
150,20,1
151,12,1
152,8,1
154,2,1
155,4,1
156,22,1
157,4,1
158,48,1
161,48,1
162,14,1
163,10,1
164,4,1
165,20,1
168,20,1
169,74,1
170,90,1
171,14,1
174,6,1
175,32,1
176,26,1
177,20,1
179,4,1
180,38,1
185,50,1
186,86,1
187,30,1
188,94,1
189,12,1
190,6,1
192,8,1
193,8,1
194,36,1
196,24,1
198,2,1
199,92,1
200,112,1
202,6,1
203,112,1
204,42,1
206,6,1
207,4,1
208,12,1
209,0,1
210,0,1
211,58,1
212,34,1
213,76,1
215,0,1
216,2,1
218,16,1
219,10,1
220,6,1
222,20,1
223,52,1
224,54,1
225,18,1
227,28,1
229,10,1
233,2,1
235,8,1
237,12,1
238,44,1
239,116,1
240,4,1
242,46,1
244,2,1
245,8,1
246,26,1
247,4,1
248,40,1
249,46,1
250,8,1
252,128,1
253,4,1
254,32,1
255,2,1
256,2,1
257,34,1
259,14,1
261,74,1
262,6,1
264,8,1
265,52,1
266,34,1
267,2,1
268,20,1
269,10,1
270,6,1
271,144,1
274,26,1
276,34,1
277,128,1
278,18,1
279,2,1
285,92,1
286,2,1
288,6,1
289,6,1
290,26,1
291,70,1
292,0,1
293,4,1
295,18,1
297,48,1
299,38,1
301,4,1
303,40,1
304,108,1
310,24,1
311,12,1
313,72,1
314,24,1
315,110,1
316,2,1
317,12,1
318,20,1
319,14,1
321,4,1
322,142,1
323,76,1
324,50,1
325,76,1
327,6,1
328,16,1
330,30,1
331,38,1
332,84,1
333,14,1
334,54,1
336,4,1
337,16,1
338,12,1
339,52,1
340,10,1
341,22,1
342,66,1
344,16,1
345,30,1
347,12,1
4,18,0
8,14,0
11,0,0
18,0,0
19,30,0
27,8,0
30,32,0
43,0,0
53,60,0
75,26,0
78,16,0
88,38,0
91,14,0
100,16,0
102,10,0
106,14,0
107,4,0
112,4,0
120,6,0
130,30,0
153,2,0
159,26,0
160,2,0
166,6,0
167,12,0
178,24,0
181,18,0
182,4,0
184,34,0
191,4,0
195,16,0
201,6,0
205,2,0
217,14,0
221,14,0
226,26,0
228,4,0
230,16,0
231,40,0
232,48,0
234,2,0
241,2,0
243,14,0
260,14,0
263,12,0
272,88,0
273,16,0
275,18,0
283,8,0
284,30,0
287,0,0
296,12,0
300,12,0
302,38,0
305,2,0
306,16,0
307,6,0
320,40,0
329,58,0
335,0,0
346,52,0
