9,57,2
17,13,2
20,15,2
23,17,2
36,11,2
41,24,2
52,2,2
54,8,2
55,17,2
69,10,2
93,8,2
97,3,2
105,14,2
115,21,2
122,63,2
125,4,2
127,16,2
135,10,2
137,16,2
139,9,2
146,10,2
172,41,2
173,6,2
183,2,2
197,16,2
214,17,2
236,37,2
251,14,2
258,15,2
280,43,2
281,16,2
282,2,2
294,3,2
298,11,2
308,24,2
309,10,2
312,26,2
326,19,2
343,18,2
1,17,1
2,10,1
3,17,1
5,13,1
6,6,1
7,20,1
10,10,1
12,1,1
13,31,1
14,15,1
15,1,1
16,9,1
21,65,1
22,11,1
24,16,1
25,69,1
26,68,1
28,13,1
29,13,1
31,23,1
32,6,1
33,2,1
34,2,1
35,2,1
37,1,1
38,9,1
39,15,1
40,44,1
42,2,1
44,6,1
45,12,1
46,5,1
47,2,1
48,22,1
49,4,1
50,11,1
51,7,1
56,78,1
57,15,1
58,4,1
59,19,1
60,8,1
61,3,1
62,26,1
63,6,1
64,7,1
65,12,1
66,15,1
67,76,1
68,9,1
70,2,1
71,3,1
72,24,1
73,10,1
74,1,1
76,3,1
77,6,1
79,12,1
80,23,1
81,3,1
82,34,1
83,7,1
84,13,1
85,14,1
86,6,1
87,13,1
89,8,1
90,2,1
92,21,1
94,22,1
95,6,1
96,9,1
98,49,1
99,13,1
101,19,1
103,16,1
104,32,1
108,13,1
109,37,1
110,5,1
111,14,1
113,40,1
114,1,1
116,17,1
117,6,1
118,36,1
119,62,1
121,12,1
123,18,1
124,4,1
126,7,1
128,28,1
129,7,1
131,7,1
132,16,1
133,18,1
134,19,1
136,22,1
138,2,1
140,11,1
141,28,1
142,43,1
143,12,1
144,15,1
145,2,1
147,6,1
148,20,1
149,14,1
150,11,1
151,7,1
152,5,1
154,2,1
155,3,1
156,12,1
157,3,1
158,25,1
161,25,1
162,8,1
163,6,1
164,3,1
165,11,1
168,11,1
169,38,1
170,46,1
171,8,1
174,4,1
175,17,1
176,14,1
177,11,1
179,3,1
180,20,1
185,26,1
186,44,1
187,16,1
188,48,1
189,7,1
190,4,1
192,5,1
193,5,1
194,19,1
196,13,1
198,2,1
199,47,1
200,57,1
202,4,1
203,57,1
204,22,1
206,4,1
207,3,1
208,7,1
209,1,1
210,1,1
211,30,1
212,18,1
213,39,1
215,1,1
216,2,1
218,9,1
219,6,1
220,4,1
222,11,1
223,27,1
224,28,1
225,10,1
227,15,1
229,6,1
233,2,1
235,5,1
237,7,1
238,23,1
239,59,1
240,3,1
242,24,1
244,2,1
245,5,1
246,14,1
247,3,1
248,21,1
249,24,1
250,5,1
252,65,1
253,3,1
254,17,1
255,2,1
256,2,1
257,18,1
259,8,1
261,38,1
262,4,1
264,5,1
265,27,1
266,18,1
267,2,1
268,11,1
269,6,1
270,4,1
271,73,1
274,14,1
276,18,1
277,65,1
278,10,1
279,2,1
285,47,1
286,2,1
288,4,1
289,4,1
290,14,1
291,36,1
292,1,1
293,3,1
295,10,1
297,25,1
299,20,1
301,3,1
303,21,1
304,55,1
310,13,1
311,7,1
313,37,1
314,13,1
315,56,1
316,2,1
317,7,1
318,11,1
319,8,1
321,3,1
322,72,1
323,39,1
324,26,1
325,39,1
327,4,1
328,9,1
330,16,1
331,20,1
332,43,1
333,8,1
334,28,1
336,3,1
337,9,1
338,7,1
339,27,1
340,6,1
341,12,1
342,34,1
344,9,1
345,16,1
347,7,1
4,10,0
8,8,0
11,1,0
18,1,0
19,16,0
27,5,0
30,17,0
43,1,0
53,31,0
75,14,0
78,9,0
88,20,0
91,8,0
100,9,0
102,6,0
106,8,0
107,3,0
112,3,0
120,4,0
130,16,0
153,2,0
159,14,0
160,2,0
166,4,0
167,7,0
178,13,0
181,10,0
182,3,0
184,18,0
191,3,0
195,9,0
201,4,0
205,2,0
217,8,0
221,8,0
226,14,0
228,3,0
230,9,0
231,21,0
232,25,0
234,2,0
241,2,0
243,8,0
260,8,0
263,7,0
272,45,0
273,9,0
275,10,0
283,5,0
284,16,0
287,1,0
296,7,0
300,7,0
302,20,0
305,2,0
306,9,0
307,4,0
320,21,0
329,30,0
335,1,0
346,27,0
