circle10,1.0,0.8178954477517566
circle5,0.6,1.2134939243325376
circle11,0.4857142857142857,1.2635407730838113
circle6,0.45751633986928103,1.7021705622054324
circle12,0.34281650071123754,2.0829124354850825
circle4,0.3212885154061625,2.306921717442238
circle1,0.27705627705627706,1.1621246995739871
circle0,0.2758751902587519,2.4707788497622336
circle13,0.26285714285714284,2.4889444563203864
circle2,0.2560483870967742,1.412837525051344
circle8,0.25132275132275134,1.9617760722370876
circle7,0.2,0.774295592311666
circle3,0.18681318681318682,0.5783071526705098
circle9,0.17317025820229082,1.7356735555112497
