703,34
870,34
745,31
861,31
865,31
876,31
877,31
888,31
776,30
828,30
859,30
867,29
874,28
697,27
774,27
860,27
862,27
868,27
871,27
873,27
893,27
713,25
719,25
747,25
769,25
804,25
811,25
825,25
856,25
863,25
881,25
884,25
890,25
895,25
885,24
872,22
753,21
772,21
798,21
805,21
819,21
823,21
880,21
882,21
886,21
708,20
729,20
800,20
803,20
840,20
858,20
864,20
866,20
878,20
879,20
883,20
887,20
889,20
894,20
810,19
857,19
869,19
891,19
892,19
830,15
513,0
514,0
515,0
524,0
542,0
544,0
553,0
556,0
558,0
559,0
561,0
563,0
566,0
567,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
422,0
423,0
427,0
428,0
431,0
434,0
436,0
438,0
461,0
465,0
475,0
480,0
483,0
492,0
496,0
500,0
506,0
