423,64
579,62
573,57
591,57
592,57
614,57
628,57
633,57
639,57
641,57
654,57
422,57
603,55
428,55
605,54
604,53
647,52
640,50
394,50
558,48
514,46
515,46
542,46
544,46
577,46
587,46
606,46
630,46
634,46
657,46
658,46
663,46
348,46
434,46
480,46
556,45
567,45
574,45
582,45
583,45
584,45
594,45
612,45
617,45
625,45
626,45
632,45
643,45
649,45
650,45
656,45
665,45
671,45
677,45
679,45
363,45
370,45
374,45
376,45
395,45
400,45
483,45
496,45
173,44
553,44
559,44
561,44
576,44
578,44
589,44
593,44
598,44
599,44
600,44
609,44
611,44
619,44
621,44
622,44
627,44
629,44
644,44
646,44
652,44
653,44
655,44
661,44
662,44
664,44
666,44
682,44
685,44
373,44
438,44
524,43
563,43
566,43
575,43
580,43
585,43
588,43
590,43
595,43
597,43
601,43
610,43
616,43
618,43
631,43
635,43
636,43
648,43
670,43
673,43
675,43
676,43
678,43
680,43
681,43
684,43
107,43
378,43
391,43
427,43
475,43
34,31
608,31
645,31
412,31
461,31
500,31
506,31
659,29
513,23
581,23
586,23
596,23
613,23
615,23
620,23
623,23
624,23
637,23
642,23
651,23
660,23
667,23
669,23
672,23
683,23
431,23
436,23
465,23
492,23
602,1
607,1
638,1
668,1
674,1
