348,3,9
107,3,5
483,2,9
558,2,8
579,2,8
603,2,8
604,2,8
376,2,8
475,2,8
524,2,7
563,2,7
567,2,7
590,2,7
592,2,7
601,2,7
611,2,6
677,2,6
684,2,6
373,2,6
428,2,6
597,2,5
639,2,5
641,2,5
682,2,5
584,2,4
616,2,4
631,2,4
678,2,4
679,2,4
391,2,4
461,2,3
500,2,3
637,2,2
436,2,2
602,2,0
607,2,0
674,2,0
400,1,10
544,1,9
614,1,9
438,1,9
514,1,8
515,1,8
556,1,8
434,1,8
559,1,7
588,1,7
606,1,7
612,1,7
626,1,7
628,1,7
633,1,7
643,1,7
647,1,7
654,1,7
363,1,7
374,1,7
394,1,7
395,1,7
496,1,7
553,1,6
577,1,6
580,1,6
589,1,6
598,1,6
605,1,6
617,1,6
618,1,6
619,1,6
629,1,6
649,1,6
653,1,6
657,1,6
680,1,6
681,1,6
370,1,6
378,1,6
427,1,6
173,1,5
566,1,5
573,1,5
575,1,5
578,1,5
582,1,5
583,1,5
591,1,5
594,1,5
609,1,5
622,1,5
627,1,5
632,1,5
644,1,5
658,1,5
664,1,5
665,1,5
666,1,5
676,1,5
685,1,5
422,1,5
423,1,5
542,1,4
574,1,4
576,1,4
600,1,4
625,1,4
630,1,4
636,1,4
640,1,4
655,1,4
662,1,4
663,1,4
675,1,4
506,1,4
561,1,3
595,1,3
599,1,3
621,1,3
661,1,3
670,1,3
513,1,2
620,1,2
635,1,2
651,1,2
669,1,2
683,1,2
431,1,2
465,1,2
596,1,1
623,1,1
650,1,1
660,1,1
667,1,1
672,1,1
412,1,1
492,1,1
615,1,0
638,1,0
659,1,0
668,1,0
671,0,8
646,0,7
634,0,6
656,0,6
673,0,6
480,0,6
585,0,5
34,0,4
593,0,4
608,0,4
610,0,4
652,0,4
587,0,3
645,0,3
648,0,2
581,0,1
586,0,1
613,0,1
624,0,1
642,0,1
