563,72,7
525,68,5
561,73,5
376,99,5
431,65,5
463,42,5
475,89,5
513,73,4
523,42,4
526,31,4
544,60,4
545,45,4
558,18,4
570,34,4
378,52,4
388,37,4
391,55,4
397,46,4
408,54,4
412,88,4
414,44,4
419,56,4
420,26,4
421,24,4
432,54,4
449,9,4
450,21,4
452,41,4
455,36,4
460,65,4
461,45,4
471,30,4
500,73,4
512,28,3
514,59,3
515,53,3
517,71,3
520,49,3
521,14,3
524,56,3
527,45,3
531,39,3
533,5,3
534,7,3
535,11,3
536,21,3
538,51,3
541,9,3
542,53,3
543,20,3
548,31,3
553,74,3
560,29,3
565,19,3
566,60,3
568,11,3
569,14,3
198,9,3
352,22,3
360,42,3
362,18,3
363,51,3
366,49,3
367,31,3
368,33,3
369,25,3
370,63,3
371,4,3
373,78,3
374,63,3
387,35,3
390,5,3
395,64,3
398,32,3
400,61,3
402,56,3
404,50,3
405,10,3
409,33,3
413,16,3
415,25,3
416,20,3
425,18,3
428,72,3
430,37,3
434,29,3
436,46,3
438,59,3
439,42,3
444,46,3
445,26,3
446,17,3
448,2,3
451,24,3
456,60,3
458,25,3
462,18,3
465,69,3
473,31,3
474,19,3
478,7,3
479,36,3
480,5,3
482,33,3
484,50,3
488,27,3
492,54,3
493,55,3
494,22,3
495,22,3
496,34,3
497,82,3
503,57,3
504,42,3
506,66,3
507,64,3
508,15,3
510,25,3
511,29,3
516,19,2
518,18,2
519,24,2
522,10,2
528,12,2
530,3,2
537,39,2
34,3,2
547,31,2
549,6,2
551,16,2
554,17,2
555,37,2
556,42,2
557,36,2
559,72,2
562,4,2
567,47,2
173,5,2
546,29,2
349,4,2
350,20,2
353,52,2
354,25,2
355,38,2
357,17,2
359,25,2
361,22,2
372,16,2
375,16,2
380,10,2
381,11,2
382,11,2
389,19,2
392,38,2
394,30,2
396,26,2
403,19,2
407,14,2
410,14,2
417,61,2
418,22,2
423,43,2
424,16,2
426,17,2
427,8,2
433,9,2
435,9,2
440,13,2
453,4,2
457,19,2
459,9,2
469,21,2
470,15,2
476,5,2
477,11,2
481,26,2
483,71,2
485,4,2
486,15,2
487,32,2
489,23,2
490,12,2
491,10,2
502,10,2
505,12,2
509,14,2
529,8,1
532,9,1
539,21,1
540,7,1
564,8,1
571,2,1
572,3,1
351,4,1
356,2,1
358,0,1
364,8,1
365,5,1
377,1,1
379,1,1
383,2,1
385,7,1
393,6,1
399,7,1
406,3,1
411,2,1
422,32,1
429,9,1
437,9,1
441,7,1
442,11,1
447,0,1
454,2,1
466,8,1
467,3,1
468,1,1
472,4,1
498,5,1
499,2,1
501,7,1
550,0,0
552,3,0
1025,0,0
107,0,0
384,3,0
386,2,0
401,1,0
443,1,0
464,4,0
